X1	X2	
1.80	3.30	
1.96	6.01	
4.60	5.18	
7.88	0.23	
7.99	2.11	
3.73	0.50	
2.33	6.83	
7.57	4.30	
1.64	7.92	
8.28	9.96	
7.45	4.31	
5.41	9.34	
6.05	9.27	
7.76	5.65	
9.99	0.32	
5.40	1.18	
0.75	9.69	
4.53	1.65	
5.05	7.73	
1.88	0.82	
9.08	0.71	
5.52	1.70	
5.60	2.85	
1.95	8.10	
7.05	1.74	
5.06	3.64	
3.48	5.94	
1.28	3.56	
8.11	3.01	
6.51	8.26	
4.81	6.44	
4.77	6.74	
1.15	0.58	
5.50	2.12	
8.00	2.91	
6.23	1.41	
1.39	4.45	
0.18	6.13	
5.57	0.30	
3.64	1.14	
6.43	3.71	
6.32	4.33	
3.16	9.60	
9.16	0.57	
2.22	5.02	
7.58	9.89	
1.68	7.32	
5.43	0.87	
6.04	3.13	
3.86	7.55	
1.12	4.88	
2.26	9.76	
6.37	4.81	
3.03	4.62	
7.02	0.49	
0.38	9.49	
1.83	9.89	
3.90	4.77	
3.02	8.51	
1.24	8.27	
3.82	5.87	
0.84	1.69	
5.48	3.85	
4.60	3.44	
0.24	4.59	
2.79	1.89	
8.65	1.44	
7.87	6.93	
9.91	2.62	
2.12	8.66	
1.46	3.32	
3.89	6.27	
9.98	8.85	
1.12	1.55	
9.16	8.35	
6.28	6.79	
0.96	5.70	
6.52	8.29	
6.14	2.15	
3.81	3.13	
6.76	2.78	
4.89	8.58	
8.03	7.30	
8.10	0.78	
9.27	4.22	
4.15	1.65	
4.37	6.18	
1.07	0.76	
9.87	3.42	
9.29	2.00	
5.13	1.79	
1.36	3.17	
2.51	1.64	
2.38	0.30	
7.18	3.75	
1.23	7.71	
5.63	9.11	
9.93	8.69	
9.02	9.86	
8.17	1.87	
2.58	9.98	
2.82	2.65	
5.03	5.39	
7.64	9.96	
2.86	4.92	
6.71	3.59	
2.34	5.54	
6.22	8.60	
8.84	7.61	
3.26	9.31	
6.69	8.22	
6.69	6.90	
5.18	3.99	
5.10	1.54	
5.41	7.51	
9.05	1.92	
0.77	5.46	
9.69	2.65	
8.77	0.08	
4.35	2.65	
5.26	9.88	
0.14	5.76	
2.97	9.90	
0.09	8.09	
5.06	6.71	
3.28	5.39	
0.92	8.38	
9.04	7.70	
5.95	4.88	
7.75	7.83	
9.11	0.43	
5.52	4.78	
2.06	4.99	
7.54	3.33	
1.72	8.65	
5.67	5.99	
3.40	9.29	
8.81	4.38	
5.34	0.75	
0.92	2.67	
6.73	6.03	
0.38	7.14	
0.23	7.91	
6.14	2.20	
6.99	6.72	
0.62	5.29	
6.83	3.90	
6.69	9.85	
8.92	7.79	
6.28	8.31	
8.15	7.63	
0.95	4.56	
1.25	0.30	
0.93	8.57	
1.84	4.16	
7.27	4.10	
8.09	4.06	
3.49	4.15	
7.71	1.57	
7.25	7.88	
4.69	4.93	
9.59	6.80	
9.25	4.01	
9.13	8.03	
7.50	6.56	
1.27	6.93	
0.18	3.17	
8.10	1.97	
0.49	0.45	
2.64	0.14	
9.33	3.38	
2.57	2.04	
2.72	0.49	
2.14	2.06	
0.09	7.85	
8.00	0.45	
4.16	0.87	
3.97	1.03	
2.63	6.07	
2.33	0.17	
9.64	8.59	
4.23	0.47	
0.08	4.89	
9.79	4.88	
3.09	4.44	
9.55	5.41	
2.03	8.42	
1.94	3.77	
6.81	8.61	
8.57	0.01	
1.38	4.12	
7.77	9.21	
3.02	9.84	
9.16	5.59	
2.98	5.28	
6.86	8.04	
7.30	9.35	
6.57	0.97	
5.05	2.32	
2.14	9.64	
6.41	3.28	
0.69	9.67	
6.89	8.06	
1.48	6.40	
4.85	0.11	
2.36	0.72	
8.80	4.32	
9.69	4.80	
7.76	1.56	
1.96	2.64	
2.70	0.12	
4.84	7.74	
9.55	8.62	
5.32	2.44	
4.50	3.83	
5.85	1.29	
0.78	6.12	
5.06	4.01	
1.57	4.38	
0.12	1.52	
7.83	2.48	
7.53	2.94	
1.37	9.08	
2.99	9.57	
2.58	3.12	
8.29	7.05	
9.77	8.09	
3.04	5.68	
1.98	9.07	
1.41	4.62	
9.82	8.03	
9.95	5.20	
9.62	4.40	
0.57	4.70	
4.75	9.87	
3.87	2.45	
3.97	8.87	
2.18	6.48	
0.92	8.46	
8.00	0.41	
0.73	4.49	
3.44	7.00	
9.33	3.99	
8.43	6.99	
8.74	7.37	
0.62	9.27	
6.63	7.68	
7.93	1.08	
1.95	8.58	
5.56	5.13	
9.10	6.87	
2.67	3.89	
1.93	0.38	
0.60	9.73	
5.59	7.04	
3.56	4.01	
8.33	6.47	
4.80	7.14	
7.91	0.76	
6.24	6.51	
6.95	7.80	
6.91	8.93	
9.61	6.12	
6.44	9.59	
7.58	7.44	
2.80	0.15	
6.64	9.72	
9.67	4.18	
6.52	0.97	
7.89	9.68	
5.87	1.66	
6.93	4.77	
0.73	1.20	
7.14	4.25	
0.01	2.74	
0.50	2.22	
3.65	8.36	
8.29	8.14	
9.72	6.19	
6.48	1.43	
4.62	9.72	
5.97	2.96	
6.65	9.19	
3.06	9.90	
6.92	4.82	
7.07	4.39	
3.16	1.50	
6.26	5.06	
1.34	5.11	
0.30	5.30	
7.29	1.43	
7.13	1.16	
5.32	9.33	
5.22	7.23	
4.01	1.63	
7.07	8.85	
9.60	8.41	
8.66	4.49	
6.09	9.63	
0.35	3.19	
7.38	6.14	
8.72	8.01	
0.72	0.82	
5.49	8.06	
2.96	4.42	
9.47	8.17	
0.21	3.86	
9.45	7.92	
9.79	4.44	
1.43	8.59	
7.87	1.00	
1.42	9.79	
0.04	7.45	
5.85	5.32	
2.47	8.42	
5.21	1.33	
0.43	1.54	
3.09	8.35	
7.29	4.11	
1.80	3.08	
1.61	3.11	
7.95	4.72	
2.20	3.32	
6.27	5.57	
0.75	4.42	
7.32	5.39	
9.85	4.11	
5.66	4.39	
9.58	0.97	
7.94	0.03	
9.27	8.07	
6.73	9.01	
2.63	4.90	
4.70	6.78	
3.01	3.72	
5.51	3.39	
2.91	3.37	
2.36	6.46	
6.26	2.64	
2.45	9.09	
4.65	3.13	
5.83	2.89	
8.88	0.90	
9.95	4.12	
5.50	5.01	
7.20	4.07	
3.83	0.72	
1.28	3.02	
2.73	4.71	
9.50	0.86	
8.05	0.05	
2.57	6.53	
0.87	8.66	
0.37	2.66	
4.17	0.06	
1.93	1.36	
0.23	6.16	
0.81	2.15	
4.07	2.92	
2.22	3.32	
8.87	1.76	
6.80	3.22	
7.75	5.22	
6.77	9.42	
2.43	3.93	
4.43	9.24	
3.56	4.25	
9.45	7.15	
9.25	9.07	
1.02	1.03	
8.10	7.42	
3.31	1.55	
0.44	1.91	
7.85	6.34	
7.00	7.18	
4.34	3.26	
7.12	6.26	
2.30	5.37	
9.82	6.65	
9.50	3.25	
9.55	2.33	
9.62	9.26	
5.22	3.32	
0.56	2.32	
5.40	9.43	
7.36	0.79	
4.77	1.02	
7.88	6.12	
6.92	5.24	
7.71	9.43	
6.47	2.60	
0.77	8.76	
9.10	5.68	
5.60	5.00	
1.37	8.35	
3.43	0.73	
3.77	1.36	
2.91	6.91	
9.27	7.82	
8.22	9.35	
6.59	9.66	
1.80	8.37	
2.11	4.91	
0.23	2.24	
6.94	3.53	
2.17	7.55	
5.80	8.92	
9.78	7.20	
2.71	1.00	
1.49	0.00	
4.21	6.49	
1.99	3.96	
4.85	1.50	
7.07	9.32	
1.05	2.02	
5.08	6.10	
8.85	7.85	
3.76	5.47	
8.41	6.62	
1.25	3.73	
2.91	5.31	
2.35	2.64	
2.58	8.11	
7.11	0.16	
4.95	1.27	
6.63	1.09	
1.00	7.08	
2.43	8.12	
3.32	2.08	
9.35	9.85	
5.98	6.58	
9.01	3.85	
8.32	5.69	
9.98	9.79	
3.95	5.53	
3.69	9.54	
4.29	1.34	
9.65	8.80	
0.97	8.31	
2.16	7.42	
4.53	0.30	
1.02	3.68	
8.20	5.53	
2.55	1.15	
3.70	3.71	
3.62	5.52	
3.14	3.70	
0.60	2.58	
5.06	6.44	
7.25	8.08	
5.17	3.62	
0.27	4.66	
2.10	8.24	
9.08	0.99	
6.43	0.21	
6.67	3.60	
6.96	5.95	
2.02	2.28	
1.40	8.71	
0.09	5.96	
0.22	3.06	
4.98	7.05	
1.23	4.80	
3.04	8.78	
9.41	5.46	
7.61	1.81	
1.33	8.73	
4.19	3.59	
5.84	4.59	
5.13	6.33	
3.08	5.98	
5.91	7.19	
2.13	1.79	
0.83	7.37	
3.28	9.43	
4.48	5.12	
5.04	0.23	
6.91	1.38	
7.17	0.67	
4.59	5.83	
0.82	3.13	
6.17	5.32	
3.62	0.43	
2.18	6.29	
2.97	9.50	
0.15	7.82	
3.39	0.70	
2.33	2.13	
4.40	1.37	
1.49	4.79	
3.99	3.54	
1.16	8.08	
8.93	8.64	
0.86	6.65	
7.08	4.15	
3.46	6.76	
9.21	0.34	
1.28	6.42	
6.85	8.25	
0.10	6.59	
0.90	3.75	
5.22	0.64	
0.49	6.28	
1.79	1.88	
5.17	4.97	
2.38	7.62	
4.04	9.46	
8.40	0.83	
4.51	7.34	
8.38	9.77	
9.81	5.29	
5.30	9.62	
8.77	6.51	
7.32	9.54	
3.60	2.48	
0.94	3.21	
1.40	3.39	
3.50	0.88	
2.95	7.82	
2.19	6.02	
8.01	8.74	
0.18	0.55	
9.71	0.19	
6.59	8.12	
1.98	5.88	
5.72	6.33	
2.96	9.03	
3.10	5.26	
4.31	0.04	
9.95	1.38	
0.83	7.47	
5.45	3.13	
7.61	5.82	
6.14	6.82	
2.06	2.60	
4.70	9.28	
6.21	6.54	
6.44	6.82	
0.95	7.88	
0.05	8.18	
7.27	1.68	
0.98	3.23	
1.43	5.32	
9.60	7.70	
0.12	1.26	
3.79	9.04	
9.07	7.45	
5.13	7.58	
3.49	8.42	
0.60	2.67	
1.59	1.46	
7.42	3.15	
2.88	4.09	
6.47	7.53	
1.78	0.86	
1.36	9.86	
2.84	9.86	
3.71	3.58	
8.44	1.86	
2.28	6.91	
1.29	7.95	
2.77	0.61	
4.05	4.74	
7.80	0.48	
5.75	9.64	
1.54	4.86	
0.05	2.72	
1.54	9.92	
3.54	5.73	
0.93	3.57	
3.18	3.21	
8.12	2.37	
0.80	5.59	
7.05	4.28	
9.01	9.19	
0.75	4.15	
7.54	3.33	
2.76	8.38	
0.88	0.64	
5.68	9.38	
8.36	2.60	
4.20	0.76	
5.51	8.58	
0.05	9.27	
1.20	3.63	
9.78	0.01	
8.54	6.73	
2.31	7.47	
8.71	8.96	
2.29	6.00	
6.06	8.41	
6.69	9.79	
9.58	6.47	
6.91	4.41	
0.66	8.65	
5.95	8.91	
9.50	1.20	
0.26	9.97	
2.85	4.07	
8.94	7.36	
3.97	9.55	
8.74	2.96	
1.46	5.56	
2.05	4.16	
7.72	2.34	
6.09	5.71	
8.87	1.32	
6.27	3.64	
7.92	5.35	
3.31	8.70	
9.64	0.28	
3.77	6.74	
0.99	8.73	
6.21	8.07	
3.53	8.43	
0.81	8.34	
5.12	9.03	
8.38	8.97	
6.27	3.18	
5.94	5.88	
3.33	0.22	
9.99	1.67	
4.14	3.10	
5.11	7.76	
4.24	2.28	
5.32	9.82	
0.90	3.35	
7.86	2.02	
0.30	8.96	
4.21	2.87	
7.88	9.07	
1.14	8.51	
5.68	8.16	
5.50	6.91	
0.83	1.95	
9.84	0.21	
8.58	1.55	
2.61	0.94	
9.53	7.47	
5.69	1.79	
5.20	1.91	
4.24	8.04	
8.48	2.80	
8.57	6.30	
4.98	9.75	
5.47	3.20	
9.85	7.93	
6.91	2.82	
9.53	2.76	
7.22	2.34	
2.00	5.18	
6.21	1.05	
9.80	4.62	
4.23	9.40	
9.62	4.35	
7.29	0.78	
8.80	1.69	
4.59	0.95	
4.00	3.91	
8.39	7.03	
9.65	9.15	
6.13	0.12	
4.32	0.45	
7.80	3.98	
0.99	0.16	
7.42	4.43	
3.48	1.61	
5.88	3.37	
4.74	4.40	
3.92	4.28	
4.51	0.02	
8.41	5.48	
3.20	4.86	
1.87	1.63	
5.88	8.18	
5.08	3.45	
5.43	4.03	
5.59	0.74	
6.85	6.94	
9.87	4.00	
4.90	3.38	
5.75	5.32	
6.29	2.54	
2.37	0.33	
3.38	2.40	
9.15	9.10	
0.81	9.82	
1.73	5.20	
8.07	5.92	
2.75	9.25	
0.91	1.56	
7.15	5.09	
1.93	1.12	
7.42	4.43	
5.98	6.53	
1.75	8.32	
9.22	7.90	
9.11	1.99	
1.58	1.29	
8.73	3.03	
1.08	9.02	
7.92	1.27	
5.15	3.28	
1.51	3.12	
8.41	8.63	
7.88	2.23	
8.48	5.27	
1.97	2.69	
1.70	0.69	
2.73	1.60	
7.96	3.58	
3.33	2.30	
0.09	0.87	
5.68	0.71	
6.09	5.27	
6.77	2.71	
4.32	8.40	
3.40	2.02	
0.25	1.80	
3.52	4.10	
0.91	6.45	
7.07	3.84	
7.18	9.07	
6.29	1.63	
7.19	2.59	
5.98	4.96	
4.09	6.57	
6.89	0.39	
9.45	2.82	
1.37	3.82	
0.05	0.56	
8.96	5.42	
8.90	5.76	
0.99	8.99	
3.41	8.82	
7.52	5.02	
2.79	5.56	
7.09	0.40	
3.93	7.07	
9.34	7.93	
0.24	4.90	
3.44	3.29	
0.42	9.57	
0.86	7.60	
5.11	1.92	
8.86	9.22	
7.53	8.88	
2.67	9.21	
0.66	7.31	
7.98	1.15	
7.54	2.47	
2.12	7.57	
3.11	0.30	
1.89	1.83	
5.71	6.01	
8.33	6.63	
3.99	5.01	
3.98	7.66	
0.10	6.07	
5.93	3.66	
3.36	0.71	
9.03	2.19	
9.40	7.18	
6.98	3.88	
8.69	2.52	
5.69	6.38	
4.69	0.76	
2.28	3.64	
6.63	1.19	
5.31	4.87	
3.63	6.06	
6.56	2.80	
7.40	3.22	
2.47	0.25	
8.11	5.50	
3.78	9.53	
4.02	5.28	
5.03	9.79	
8.71	9.67	
2.03	3.12	
1.04	9.06	
4.03	1.46	
2.08	9.24	
9.19	3.05	
0.14	5.36	
6.40	8.63	
9.63	4.09	
3.94	4.95	
2.19	8.86	
5.68	5.55	
8.54	2.07	
8.24	6.51	
8.06	7.06	
8.72	7.76	
8.57	2.35	
0.78	9.23	
2.95	0.06	
8.68	4.54	
0.63	1.13	
2.74	3.96	
1.31	9.58	
7.10	2.81	
5.61	9.50	
0.08	0.97	
2.27	8.88	
0.58	4.17	
4.38	6.19	
8.97	7.79	
7.68	7.03	
9.69	9.87	
2.57	0.06	
3.36	0.34	
7.54	4.06	
0.65	0.23	
5.97	0.03	
6.41	5.63	
0.01	5.70	
2.51	8.25	
5.07	2.48	
9.82	6.63	
5.76	8.96	
5.27	9.06	
9.77	8.45	
7.66	2.55	
8.88	2.39	
6.74	9.85	
7.68	6.03	
3.84	0.07	
9.02	7.29	
8.46	7.04	
1.96	5.10	
4.75	3.76	
2.16	8.63	
3.63	0.15	
7.29	4.79	
1.27	6.46	
9.43	7.12	
2.33	4.30	
4.82	5.96	
6.68	2.50	
6.57	5.91	
1.88	5.76	
9.63	3.90	
9.53	9.73	
8.44	8.56	
2.71	7.42	
6.74	8.65	
3.27	8.35	
6.06	6.86	
2.60	3.63	
3.96	3.08	
6.43	7.24	
5.64	9.79	
4.67	6.33	
2.83	1.31	
0.29	0.95	
2.16	7.52	
6.82	6.83	
0.87	2.29	
2.85	3.05	
1.87	6.62	
3.22	0.24	
1.24	6.38	
0.89	3.95	
1.23	5.39	
0.47	1.91	
8.34	4.69	
4.18	3.93	
1.83	0.47	
3.93	7.73	
0.12	3.96	
8.32	4.42	
3.62	8.64	
1.98	2.91	
0.88	1.81	
5.55	3.34	
1.09	9.96	
8.66	5.87	
0.23	0.02	
4.89	2.55	
9.75	1.21	
7.39	6.93	
6.89	5.90	
5.87	8.14	
2.48	0.79	
1.32	3.50	
8.25	4.20	
2.33	6.70	
8.11	8.88	
7.97	6.33	
9.14	4.60	
5.59	3.23	
6.89	9.25	
8.64	3.61	
5.77	2.48	
8.31	8.86	
0.12	1.34	
5.41	2.49	
3.45	2.75	
3.37	9.04	
3.56	4.12	
1.01	9.77	
8.86	9.49	
4.32	5.39	
7.02	5.25	
9.57	6.26	
0.51	6.42	
6.40	6.82	
4.69	2.10	
8.36	1.74	
3.35	5.56	
9.87	8.15	
3.54	3.23	
3.69	9.88	
5.88	4.31	
9.64	6.84	
9.51	1.68	
6.01	5.09	
0.86	3.47	
7.89	0.99	
3.60	3.88	
2.25	5.63	
3.13	1.14	
8.72	4.39	
2.78	0.48	
5.70	0.02	
0.32	0.05	
6.47	6.57	
2.81	7.77	
6.27	6.01	
5.19	8.50	
1.75	8.71	
2.68	1.14	
6.50	4.19	
0.31	7.30	
1.91	8.51	
3.02	4.32	
1.18	0.51	
8.80	7.78	
4.86	9.64	
3.09	0.57	
0.87	4.71	
6.96	8.46	
8.04	3.97	
3.63	4.80	
2.27	4.05	
7.21	0.37	
6.49	7.26	
5.32	7.76	
0.72	4.23	
2.59	3.61	
6.76	1.48	
4.97	6.17	
2.65	1.96	
5.93	0.09	
5.57	9.32	
4.30	5.06	
8.50	6.07	
9.98	0.15	
5.02	9.22	
8.45	1.03	
8.71	6.57	
6.76	2.87	
8.38	1.47	
4.03	7.91	
8.35	3.56	
7.27	2.90	
2.94	8.56	
8.75	8.39	
8.16	0.45	
4.89	8.58	
9.29	5.47	
7.64	8.06	
2.28	8.37	
8.58	9.01	
8.30	8.04	
2.81	0.57	
5.65	1.18	
4.24	0.17	
0.23	0.12	
6.70	5.25	
6.37	3.01	
5.30	2.49	
2.30	2.61	
0.85	0.97	
0.83	2.76	
5.93	5.01	
3.99	0.12	
5.06	2.42	
2.06	2.41	
2.96	3.62	
1.61	3.32	
4.18	7.87	
4.04	8.64	
4.86	3.43	
6.25	7.76	
2.03	9.32	
7.42	9.60	
8.86	7.90	
1.70	2.26	
5.03	9.19	
4.46	1.31	
9.58	9.52	
1.46	2.46	
9.98	9.63	
3.50	0.51	
5.31	9.91	
6.47	7.93	
3.27	3.23	
5.89	3.51	
0.21	9.12	
7.52	3.16	
1.42	6.59	
0.69	2.83	
3.58	6.76	
9.18	5.95	
4.95	0.36	
4.98	6.08	
9.57	0.08	
4.14	8.57	
0.43	2.09	
0.15	4.03	
3.41	6.35	
9.64	0.06	
7.92	0.75	
7.05	7.30	
2.48	9.75	
0.13	0.25	
3.51	4.15	
5.26	3.43	
3.35	5.28	
2.69	8.57	
9.20	3.01	
4.46	8.99	
8.19	4.61	
4.38	3.57	
4.85	8.05	
8.11	3.40	
6.58	1.58	
3.03	1.04	
9.39	8.84	
2.44	4.07	
1.05	7.24	
5.68	1.53	
1.07	5.74	
6.00	4.64	
7.57	7.09	
1.23	0.46	
8.92	8.65	
7.60	0.80	
4.23	5.45	
6.30	6.38	
0.25	8.91	
3.09	0.59	
4.25	4.61	
6.14	5.64	
1.24	3.16	
3.81	8.59	
1.70	8.66	
4.37	4.11	
0.52	0.38	
1.93	5.93	
0.95	4.73	
8.52	9.04	
7.90	5.98	
0.75	0.46	
3.33	6.47	
0.07	6.86	
2.93	9.10	
0.12	4.15	
6.96	7.46	
0.98	4.93	
0.60	2.13	
9.94	6.99	
8.20	4.53	
0.54	8.06	
3.85	3.50	
7.05	9.30	
5.77	3.52	
9.23	2.85	
5.12	7.62	
3.35	7.02	
0.96	2.55	
8.71	5.54	
1.70	8.42	
5.57	6.72	
9.93	0.36	
9.54	1.55	
2.10	4.91	
9.46	9.83	
6.51	9.62	
0.73	7.41	
3.12	0.47	
3.78	8.01	
6.65	7.97	
7.62	8.12	
9.89	9.38	
1.98	4.01	
7.74	1.66	
7.41	5.81	
3.60	6.89	
1.84	5.01	
9.02	9.36	
3.67	7.60	
4.14	1.83	
6.02	7.82	
1.42	6.23	
4.23	3.58	
7.41	2.81	
8.78	7.87	
7.85	0.75	
8.76	7.87	
9.43	1.90	
6.82	6.32	
7.37	9.39	
5.33	8.62	
2.09	2.12	
4.44	2.34	
9.30	6.56	
7.53	4.91	
7.74	7.45	
6.07	9.90	
5.66	9.99	
6.15	1.33	
2.25	6.70	
1.34	0.98	
3.02	4.04	
2.15	3.44	
8.91	4.98	
0.67	9.59	
7.06	5.99	
9.93	9.67	
7.80	9.16	
1.65	3.64	
6.07	2.73	
2.55	7.87	
7.90	5.97	
9.11	3.87	
1.61	8.15	
2.97	7.23	
1.63	4.12	
4.21	1.96	
7.48	3.50	
7.97	8.61	
4.09	4.23	
0.39	2.10	
0.39	5.89	
3.72	9.09	
1.69	2.84	
6.57	2.97	
8.39	2.48	
4.81	8.77	
7.41	9.22	
0.42	9.57	
5.41	0.36	
0.60	0.56	
2.45	6.45	
7.04	6.80	
3.00	4.63	
5.72	6.14	
6.41	0.34	
0.98	9.14	
2.72	9.79	
3.64	3.70	
0.82	2.62	
1.82	3.50	
5.07	1.98	
5.03	5.61	
3.23	7.18	
6.29	4.47	
3.62	1.99	
4.93	6.80	
1.47	0.61	
2.18	4.00	
5.10	1.75	
5.42	6.85	
0.52	0.79	
2.00	9.89	
9.09	9.17	
2.80	1.62	
6.53	9.97	
6.61	0.06	
3.23	9.04	
0.94	2.42	
5.26	0.90	
1.81	1.83	
2.37	9.88	
4.88	3.55	
4.77	7.58	
3.09	8.43	
2.76	9.36	
1.27	1.19	
4.44	4.10	
6.59	6.85	
4.66	3.31	
4.83	9.55	
5.14	8.21	
6.36	4.10	
9.33	5.83	
2.28	2.11	
7.74	8.03	
1.06	1.32	
9.03	0.66	
7.99	9.00	
9.74	3.58	
5.21	7.55	
0.78	6.11	
7.88	3.33	
2.09	6.53	
2.98	7.65	
7.53	8.88	
0.68	2.39	
1.20	4.85	
4.84	1.26	
2.67	4.06	
8.17	1.73	
3.08	0.77	
9.89	2.17	
6.34	1.53	
8.43	2.86	
9.51	3.64	
9.27	0.16	
4.48	1.15	
8.87	7.71	
8.41	1.34	
8.45	9.52	
4.21	1.94	
7.90	5.53	
3.19	6.47	
8.77	1.32	
1.42	2.59	
7.06	0.37	
8.15	6.34	
1.17	8.78	
9.03	3.55	
7.60	9.81	
9.94	7.72	
7.27	7.66	
7.01	3.11	
8.14	8.10	
6.95	0.47	
5.85	6.09	
7.51	2.51	
2.47	9.44	
1.70	6.05	
4.95	0.77	
1.17	7.64	
9.19	9.42	
3.18	9.99	
2.48	8.90	
3.06	7.45	
7.16	5.45	
9.07	9.30	
0.73	7.85	
9.14	1.48	
3.50	9.23	
9.94	8.82	
2.61	6.85	
6.89	1.58	
3.12	6.95	
0.20	2.84	
9.89	7.76	
5.93	5.45	
1.48	5.42	
3.05	0.46	
6.43	4.22	
7.17	1.90	
4.57	4.76	
9.08	6.46	
1.65	1.14	
1.51	0.53	
2.85	0.80	
0.88	0.98	
2.19	8.98	
1.44	0.70	
8.11	2.92	
8.22	4.68	
1.90	9.65	
1.65	7.43	
5.01	5.39	
1.16	7.95	
3.34	3.50	
7.10	4.29	
1.22	3.02	
0.76	5.55	
5.82	9.33	
9.41	5.73	
2.89	4.09	
9.64	0.39	
8.08	1.77	
5.20	3.95	
4.53	6.42	
7.04	2.92	
5.72	3.01	
2.28	7.85	
4.89	4.63	
5.74	4.62	
6.52	8.27	
2.20	4.07	
2.88	9.28	
0.47	7.23	
8.73	6.88	
0.05	2.67	
0.28	1.00	
0.04	1.16	
0.34	3.47	
5.12	2.55	
0.15	5.46	
7.95	9.70	
9.67	6.12	
8.26	3.97	
2.74	7.06	
8.72	7.55	
0.02	0.88	
4.61	8.47	
2.86	2.28	
9.60	5.10	
3.90	4.65	
2.37	8.48	
5.33	5.66	
9.93	2.22	
4.56	0.72	
1.43	1.86	
7.67	4.15	
2.94	7.86	
5.22	3.99	
7.57	8.75	
1.61	8.02	
7.04	4.23	
8.83	5.20	
0.88	0.86	
7.50	8.96	
6.53	6.81	
3.79	6.18	
9.27	5.72	
8.18	8.49	
3.82	4.10	
3.34	0.40	
0.56	0.94	
1.58	2.44	
7.92	3.26	
9.13	5.87	
9.23	5.98	
3.41	9.63	
6.51	0.52	
1.67	9.72	
6.15	1.50	
4.24	5.32	
1.12	7.64	
3.13	6.43	
2.40	8.83	
7.49	2.74	
7.89	8.13	
0.32	4.01	
0.51	4.58	
7.44	8.29	
8.42	9.63	
8.10	5.24	
9.35	7.97	
8.82	8.58	
8.12	1.17	
6.22	3.20	
0.79	0.85	
2.19	9.93	
1.64	6.64	
4.84	3.04	
9.45	3.02	
1.59	3.60	
7.65	8.20	
6.65	4.59	
8.80	7.84	
3.67	2.36	
7.80	5.96	
5.83	2.37	
9.65	5.69	
9.76	6.45	
6.91	2.75	
6.84	2.78	
9.53	5.34	
5.18	9.85	
4.23	5.19	
8.33	0.13	
3.93	5.70	
2.21	9.78	
8.00	4.94	
9.98	6.08	
2.81	3.10	
5.89	5.22	
8.00	6.32	
2.68	9.26	
8.46	1.46	
4.30	2.55	
3.28	9.14	
4.86	4.66	
3.14	5.68	
7.33	9.10	
4.90	8.13	
0.44	4.50	
7.40	0.41	
0.62	7.54	
5.82	2.51	
5.99	5.20	
2.72	9.60	
3.72	7.06	
2.70	2.22	
7.78	7.22	
4.30	4.12	
4.09	9.27	
6.85	9.56	
1.30	7.20	
2.57	7.64	
1.06	9.58	
3.96	7.37	
8.75	4.42	
4.30	3.18	
6.33	7.29	
5.04	7.75	
2.34	5.85	
6.90	5.47	
0.05	9.87	
3.08	7.48	
3.66	6.80	
1.84	6.67	
4.30	9.81	
2.77	8.96	
2.08	6.56	
5.59	5.37	
7.72	4.54	
2.98	7.96	
7.49	0.90	
9.19	1.52	
8.27	2.65	
4.26	2.00	
5.18	5.99	
9.83	2.30	
2.92	2.13	
6.00	5.56	
3.34	0.40	
0.48	6.45	
6.05	8.60	
0.61	1.07	
5.84	4.83	
5.96	7.13	
0.58	4.50	
4.31	6.74	
5.89	1.44	
6.55	5.78	
8.48	2.06	
6.82	5.25	
8.17	7.03	
2.46	2.13	
9.74	6.03	
4.72	9.44	
9.96	7.18	
5.33	7.81	
1.33	4.09	
5.63	3.86	
4.11	0.71	
5.06	3.64	
0.41	5.74	
2.94	3.40	
9.05	6.28	
3.02	3.10	
8.28	2.79	
3.38	2.91	
3.91	5.68	
5.13	7.04	
4.16	7.16	
2.14	3.93	
8.94	0.64	
0.78	7.28	
0.45	4.03	
2.68	7.48	
4.10	2.55	
6.06	8.86	
3.56	1.19	
1.07	4.12	
1.32	7.15	
2.23	3.80	
6.95	7.55	
7.04	5.04	
8.03	8.40	
2.99	1.18	
5.36	6.68	
6.47	0.58	
2.52	8.59	
6.49	1.21	
1.96	3.37	
2.48	4.81	
3.94	4.10	
0.55	3.24	
2.48	3.95	
4.99	7.63	
2.17	8.59	
2.01	0.31	
2.91	3.58	
0.89	8.06	
5.58	8.22	
3.87	5.27	
9.83	6.07	
9.47	4.99	
6.97	5.70	
5.93	5.96	
5.08	4.50	
0.50	4.38	
0.39	2.55	
7.69	9.56	
8.81	3.15	
4.61	3.88	
4.51	1.62	
4.22	8.60	
7.42	4.16	
8.11	8.97	
0.11	4.17	
8.69	3.71	
5.72	4.28	
7.15	6.68	
2.11	8.45	
7.41	0.57	
4.66	0.14	
8.31	5.85	
9.12	9.21	
5.91	1.20	
8.89	2.48	
5.37	5.05	
5.66	0.08	
7.01	2.07	
0.74	2.75	
4.58	2.11	
5.11	3.14	
4.39	4.07	
9.62	7.44	
3.01	1.46	
3.54	2.69	
7.59	1.91	
8.54	8.62	
7.35	8.05	
7.45	2.66	
6.98	2.93	
1.88	1.09	
2.71	9.26	
0.61	9.34	
9.56	7.96	
0.83	9.53	
3.92	8.39	
8.01	4.26	
9.27	9.14	
5.86	1.08	
3.72	6.23	
7.16	3.65	
7.53	2.35	
7.58	1.73	
5.34	9.38	
9.58	4.32	
